image_path,label,labels_encoded,split
Glaucoma/Glaucoma1103.jpg,Glaucoma,3,val
Glaucoma/Glaucoma1062.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR157.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma115.jpg,Glaucoma,3,val
Retinitis Pigmentosa/Retinitis Pigmentosa45.jpg,Retinitis Pigmentosa,8,val
Macular Scar/Macular Scar252.jpg,Macular Scar,5,val
Glaucoma/Glaucoma1179.jpg,Glaucoma,3,val
Glaucoma/Glaucoma418.jpg,Glaucoma,3,val
Glaucoma/Glaucoma1215.jpg,Glaucoma,3,val
Healthy/Healthy924.jpg,Healthy,4,val
Myopia/Myopia37.jpg,Myopia,6,val
Healthy/Healthy200.jpg,Healthy,4,val
Retinal Detachment/Retinal Detachment68.jpg,Retinal Detachment,7,val
Macular Scar/Macular Scar149.jpg,Macular Scar,5,val
Glaucoma/Glaucoma1068.jpg,Glaucoma,3,val
Glaucoma/Glaucoma1190.jpg,Glaucoma,3,val
Glaucoma/Glaucoma32.jpg,Glaucoma,3,val
Myopia/Myopia57.jpg,Myopia,6,val
Healthy/Healthy739.jpg,Healthy,4,val
Healthy/Healthy469.jpg,Healthy,4,val
Glaucoma/Glaucoma228.jpg,Glaucoma,3,val
Myopia/Myopia202.jpg,Myopia,6,val
Macular Scar/Macular Scar419.jpg,Macular Scar,5,val
Diabetic Retinopathy/DR162.jpg,Diabetic Retinopathy,1,val
Healthy/Healthy209.jpg,Healthy,4,val
Glaucoma/Glaucoma912.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR264.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma282.jpg,Glaucoma,3,val
Glaucoma/Glaucoma695.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR1083.jpg,Diabetic Retinopathy,1,val
Healthy/Healthy223.jpg,Healthy,4,val
Diabetic Retinopathy/DR911.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma1086.jpg,Glaucoma,3,val
Glaucoma/Glaucoma1321.jpg,Glaucoma,3,val
Healthy/Healthy255.jpg,Healthy,4,val
Diabetic Retinopathy/DR884.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR489.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR722.jpg,Diabetic Retinopathy,1,val
Retinitis Pigmentosa/Retinitis Pigmentosa38.jpg,Retinitis Pigmentosa,8,val
Glaucoma/Glaucoma82.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR1191.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma18.jpg,Glaucoma,3,val
Retinal Detachment/Retinal Detachment102.jpg,Retinal Detachment,7,val
Diabetic Retinopathy/DR103.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR499.jpg,Diabetic Retinopathy,1,val
Retinitis Pigmentosa/Retinitis Pigmentosa90.jpg,Retinitis Pigmentosa,8,val
Diabetic Retinopathy/DR1448.jpg,Diabetic Retinopathy,1,val
Retinitis Pigmentosa/Retinitis Pigmentosa25.jpg,Retinitis Pigmentosa,8,val
Healthy/Healthy173.jpg,Healthy,4,val
Myopia/Myopia302.jpg,Myopia,6,val
Healthy/Healthy763.jpg,Healthy,4,val
Myopia/Myopia156.jpg,Myopia,6,val
Disc Edema/Disc Edema85.jpg,Disc Edema,2,val
Macular Scar/Macular Scar426.jpg,Macular Scar,5,val
Glaucoma/Glaucoma524.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR786.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma1204.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR539.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR279.jpg,Diabetic Retinopathy,1,val
Myopia/Myopia127.jpg,Myopia,6,val
Glaucoma/Glaucoma840.jpg,Glaucoma,3,val
Disc Edema/Disc Edema117.jpg,Disc Edema,2,val
Retinal Detachment/Retinal Detachment33.jpg,Retinal Detachment,7,val
Glaucoma/Glaucoma1340.jpg,Glaucoma,3,val
Glaucoma/Glaucoma798.jpg,Glaucoma,3,val
Glaucoma/Glaucoma939.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR721.jpg,Diabetic Retinopathy,1,val
Myopia/Myopia89.jpg,Myopia,6,val
Healthy/Healthy631.jpg,Healthy,4,val
Diabetic Retinopathy/DR1310.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma694.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR941.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma1156.jpg,Glaucoma,3,val
Healthy/Healthy308.jpg,Healthy,4,val
Myopia/Myopia440.jpg,Myopia,6,val
Glaucoma/Glaucoma973.jpg,Glaucoma,3,val
Macular Scar/Macular Scar77.jpg,Macular Scar,5,val
Healthy/Healthy25.jpg,Healthy,4,val
Glaucoma/Glaucoma1306.jpg,Glaucoma,3,val
Healthy/Healthy270.jpg,Healthy,4,val
Healthy/Healthy57.jpg,Healthy,4,val
Glaucoma/Glaucoma432.jpg,Glaucoma,3,val
Healthy/Healthy87.jpg,Healthy,4,val
Glaucoma/Glaucoma245.jpg,Glaucoma,3,val
Healthy/Healthy197.jpg,Healthy,4,val
Glaucoma/Glaucoma171.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR514.jpg,Diabetic Retinopathy,1,val
Healthy/Healthy750.jpg,Healthy,4,val
Healthy/Healthy167.jpg,Healthy,4,val
Healthy/Healthy302.jpg,Healthy,4,val
Retinitis Pigmentosa/Retinitis Pigmentosa68.jpg,Retinitis Pigmentosa,8,val
Healthy/Healthy54.jpg,Healthy,4,val
Diabetic Retinopathy/DR239.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR746.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR1213.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma496.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR402.jpg,Diabetic Retinopathy,1,val
Healthy/Healthy561.jpg,Healthy,4,val
Central Serous Chorioretinopathy [Color Fundus]/CSCR41.jpg,Central Serous Chorioretinopathy [Color Fundus],0,val
Healthy/Healthy292.jpg,Healthy,4,val
Diabetic Retinopathy/DR799.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR1272.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR1331.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR109.jpg,Diabetic Retinopathy,1,val
Macular Scar/Macular Scar303.jpg,Macular Scar,5,val
Myopia/Myopia490.jpg,Myopia,6,val
Macular Scar/Macular Scar100.jpg,Macular Scar,5,val
Glaucoma/Glaucoma1081.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR297.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR247.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR460.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR241.jpg,Diabetic Retinopathy,1,val
Myopia/Myopia215.jpg,Myopia,6,val
Glaucoma/Glaucoma936.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR1353.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR313.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma1052.jpg,Glaucoma,3,val
Healthy/Healthy898.jpg,Healthy,4,val
Diabetic Retinopathy/DR467.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma7.jpg,Glaucoma,3,val
Glaucoma/Glaucoma460.jpg,Glaucoma,3,val
Healthy/Healthy917.jpg,Healthy,4,val
Diabetic Retinopathy/DR315.jpg,Diabetic Retinopathy,1,val
Healthy/Healthy629.jpg,Healthy,4,val
Diabetic Retinopathy/DR1438.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma1189.jpg,Glaucoma,3,val
Retinal Detachment/Retinal Detachment77.jpg,Retinal Detachment,7,val
Healthy/Healthy630.jpg,Healthy,4,val
Diabetic Retinopathy/DR278.jpg,Diabetic Retinopathy,1,val
Macular Scar/Macular Scar74.jpg,Macular Scar,5,val
Glaucoma/Glaucoma1290.jpg,Glaucoma,3,val
Glaucoma/Glaucoma834.jpg,Glaucoma,3,val
Retinal Detachment/Retinal Detachment70.jpg,Retinal Detachment,7,val
Myopia/Myopia388.jpg,Myopia,6,val
Myopia/Myopia332.jpg,Myopia,6,val
Glaucoma/Glaucoma323.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR647.jpg,Diabetic Retinopathy,1,val
Central Serous Chorioretinopathy [Color Fundus]/CSCR76.jpg,Central Serous Chorioretinopathy [Color Fundus],0,val
Healthy/Healthy432.jpg,Healthy,4,val
Disc Edema/Disc Edema80.jpg,Disc Edema,2,val
Diabetic Retinopathy/DR1058.jpg,Diabetic Retinopathy,1,val
Healthy/Healthy547.jpg,Healthy,4,val
Diabetic Retinopathy/DR354.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR481.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR74.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR1293.jpg,Diabetic Retinopathy,1,val
Macular Scar/Macular Scar348.jpg,Macular Scar,5,val
Retinal Detachment/Retinal Detachment38.jpg,Retinal Detachment,7,val
Healthy/Healthy878.jpg,Healthy,4,val
Glaucoma/Glaucoma144.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR611.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma343.jpg,Glaucoma,3,val
Myopia/Myopia237.jpg,Myopia,6,val
Myopia/Myopia19.jpg,Myopia,6,val
Diabetic Retinopathy/DR316.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma629.jpg,Glaucoma,3,val
Healthy/Healthy832.jpg,Healthy,4,val
Glaucoma/Glaucoma928.jpg,Glaucoma,3,val
Glaucoma/Glaucoma1026.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR1301.jpg,Diabetic Retinopathy,1,val
Healthy/Healthy353.jpg,Healthy,4,val
Glaucoma/Glaucoma370.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR1139.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR1048.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma1226.jpg,Glaucoma,3,val
Myopia/Myopia276.jpg,Myopia,6,val
Glaucoma/Glaucoma220.jpg,Glaucoma,3,val
Retinitis Pigmentosa/Retinitis Pigmentosa58.jpg,Retinitis Pigmentosa,8,val
Healthy/Healthy182.jpg,Healthy,4,val
Myopia/Myopia282.jpg,Myopia,6,val
Glaucoma/Glaucoma27.jpg,Glaucoma,3,val
Healthy/Healthy620.jpg,Healthy,4,val
Glaucoma/Glaucoma490.jpg,Glaucoma,3,val
Glaucoma/Glaucoma57.jpg,Glaucoma,3,val
Myopia/Myopia100.jpg,Myopia,6,val
Macular Scar/Macular Scar231.jpg,Macular Scar,5,val
Myopia/Myopia422.jpg,Myopia,6,val
Glaucoma/Glaucoma387.jpg,Glaucoma,3,val
Healthy/Healthy846.jpg,Healthy,4,val
Diabetic Retinopathy/DR501.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR1190.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma1238.jpg,Glaucoma,3,val
Retinal Detachment/Retinal Detachment106.jpg,Retinal Detachment,7,val
Glaucoma/Glaucoma1174.jpg,Glaucoma,3,val
Healthy/Healthy34.jpg,Healthy,4,val
Diabetic Retinopathy/DR745.jpg,Diabetic Retinopathy,1,val
Healthy/Healthy612.jpg,Healthy,4,val
Diabetic Retinopathy/DR720.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR585.jpg,Diabetic Retinopathy,1,val
Macular Scar/Macular Scar173.jpg,Macular Scar,5,val
Disc Edema/Disc Edema9.jpg,Disc Edema,2,val
Diabetic Retinopathy/DR1361.jpg,Diabetic Retinopathy,1,val
Myopia/Myopia488.jpg,Myopia,6,val
Glaucoma/Glaucoma738.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR288.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR119.jpg,Diabetic Retinopathy,1,val
Healthy/Healthy741.jpg,Healthy,4,val
Disc Edema/Disc Edema74.jpg,Disc Edema,2,val
Glaucoma/Glaucoma1059.jpg,Glaucoma,3,val
Myopia/Myopia291.jpg,Myopia,6,val
Diabetic Retinopathy/DR165.jpg,Diabetic Retinopathy,1,val
Healthy/Healthy246.jpg,Healthy,4,val
Diabetic Retinopathy/DR1297.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR61.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR1401.jpg,Diabetic Retinopathy,1,val
Healthy/Healthy93.jpg,Healthy,4,val
Central Serous Chorioretinopathy [Color Fundus]/CSCR27.jpg,Central Serous Chorioretinopathy [Color Fundus],0,val
Diabetic Retinopathy/DR39.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR284.jpg,Diabetic Retinopathy,1,val
Macular Scar/Macular Scar367.jpg,Macular Scar,5,val
Macular Scar/Macular Scar304.jpg,Macular Scar,5,val
Diabetic Retinopathy/DR791.jpg,Diabetic Retinopathy,1,val
Healthy/Healthy675.jpg,Healthy,4,val
Diabetic Retinopathy/DR491.jpg,Diabetic Retinopathy,1,val
Macular Scar/Macular Scar5.jpg,Macular Scar,5,val
Diabetic Retinopathy/DR31.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma209.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR1420.jpg,Diabetic Retinopathy,1,val
Retinal Detachment/Retinal Detachment111.jpg,Retinal Detachment,7,val
Myopia/Myopia161.jpg,Myopia,6,val
Myopia/Myopia453.jpg,Myopia,6,val
Glaucoma/Glaucoma688.jpg,Glaucoma,3,val
Retinitis Pigmentosa/Retinitis Pigmentosa10.jpg,Retinitis Pigmentosa,8,val
Diabetic Retinopathy/DR298.jpg,Diabetic Retinopathy,1,val
Myopia/Myopia349.jpg,Myopia,6,val
Macular Scar/Macular Scar19.jpg,Macular Scar,5,val
Diabetic Retinopathy/DR834.jpg,Diabetic Retinopathy,1,val
Central Serous Chorioretinopathy [Color Fundus]/CSCR97.jpg,Central Serous Chorioretinopathy [Color Fundus],0,val
Healthy/Healthy710.jpg,Healthy,4,val
Glaucoma/Glaucoma988.jpg,Glaucoma,3,val
Healthy/Healthy716.jpg,Healthy,4,val
Glaucoma/Glaucoma73.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR1403.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR322.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR656.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR1162.jpg,Diabetic Retinopathy,1,val
Disc Edema/Disc Edema91.jpg,Disc Edema,2,val
Diabetic Retinopathy/DR426.jpg,Diabetic Retinopathy,1,val
Macular Scar/Macular Scar360.jpg,Macular Scar,5,val
Glaucoma/Glaucoma958.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR627.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR885.jpg,Diabetic Retinopathy,1,val
Retinitis Pigmentosa/Retinitis Pigmentosa56.jpg,Retinitis Pigmentosa,8,val
Glaucoma/Glaucoma1153.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR243.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma272.jpg,Glaucoma,3,val
Glaucoma/Glaucoma1050.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR435.jpg,Diabetic Retinopathy,1,val
Healthy/Healthy762.jpg,Healthy,4,val
Diabetic Retinopathy/DR1309.jpg,Diabetic Retinopathy,1,val
Myopia/Myopia395.jpg,Myopia,6,val
Diabetic Retinopathy/DR1005.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma405.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR1324.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma308.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR114.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR754.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma208.jpg,Glaucoma,3,val
Myopia/Myopia77.jpg,Myopia,6,val
Diabetic Retinopathy/DR1257.jpg,Diabetic Retinopathy,1,val
Myopia/Myopia60.jpg,Myopia,6,val
Macular Scar/Macular Scar301.jpg,Macular Scar,5,val
Glaucoma/Glaucoma827.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR781.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR934.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR1149.jpg,Diabetic Retinopathy,1,val
Disc Edema/Disc Edema14.jpg,Disc Edema,2,val
Healthy/Healthy8.jpg,Healthy,4,val
Glaucoma/Glaucoma545.jpg,Glaucoma,3,val
Healthy/Healthy123.jpg,Healthy,4,val
Healthy/Healthy593.jpg,Healthy,4,val
Retinitis Pigmentosa/Retinitis Pigmentosa139.jpg,Retinitis Pigmentosa,8,val
Disc Edema/Disc Edema108.jpg,Disc Edema,2,val
Myopia/Myopia426.jpg,Myopia,6,val
Glaucoma/Glaucoma1046.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR1419.jpg,Diabetic Retinopathy,1,val
Healthy/Healthy843.jpg,Healthy,4,val
Macular Scar/Macular Scar12.jpg,Macular Scar,5,val
Myopia/Myopia460.jpg,Myopia,6,val
Glaucoma/Glaucoma76.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR849.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma301.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR476.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR122.jpg,Diabetic Retinopathy,1,val
Macular Scar/Macular Scar329.jpg,Macular Scar,5,val
Diabetic Retinopathy/DR201.jpg,Diabetic Retinopathy,1,val
Healthy/Healthy745.jpg,Healthy,4,val
Macular Scar/Macular Scar33.jpg,Macular Scar,5,val
Glaucoma/Glaucoma907.jpg,Glaucoma,3,val
Myopia/Myopia417.jpg,Myopia,6,val
Healthy/Healthy204.jpg,Healthy,4,val
Healthy/Healthy504.jpg,Healthy,4,val
Healthy/Healthy172.jpg,Healthy,4,val
Diabetic Retinopathy/DR508.jpg,Diabetic Retinopathy,1,val
Healthy/Healthy328.jpg,Healthy,4,val
Glaucoma/Glaucoma690.jpg,Glaucoma,3,val
Healthy/Healthy539.jpg,Healthy,4,val
Healthy/Healthy503.jpg,Healthy,4,val
Glaucoma/Glaucoma562.jpg,Glaucoma,3,val
Glaucoma/Glaucoma297.jpg,Glaucoma,3,val
Glaucoma/Glaucoma575.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR1128.jpg,Diabetic Retinopathy,1,val
Myopia/Myopia310.jpg,Myopia,6,val
Glaucoma/Glaucoma1304.jpg,Glaucoma,3,val
Glaucoma/Glaucoma1303.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR732.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma114.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR594.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma157.jpg,Glaucoma,3,val
Glaucoma/Glaucoma1245.jpg,Glaucoma,3,val
Myopia/Myopia197.jpg,Myopia,6,val
Glaucoma/Glaucoma1199.jpg,Glaucoma,3,val
Healthy/Healthy674.jpg,Healthy,4,val
Glaucoma/Glaucoma1118.jpg,Glaucoma,3,val
Healthy/Healthy823.jpg,Healthy,4,val
Macular Scar/Macular Scar18.jpg,Macular Scar,5,val
Macular Scar/Macular Scar421.jpg,Macular Scar,5,val
Diabetic Retinopathy/DR1423.jpg,Diabetic Retinopathy,1,val
Myopia/Myopia407.jpg,Myopia,6,val
Macular Scar/Macular Scar240.jpg,Macular Scar,5,val
Myopia/Myopia493.jpg,Myopia,6,val
Retinitis Pigmentosa/Retinitis Pigmentosa79.jpg,Retinitis Pigmentosa,8,val
Glaucoma/Glaucoma386.jpg,Glaucoma,3,val
Healthy/Healthy944.jpg,Healthy,4,val
Glaucoma/Glaucoma253.jpg,Glaucoma,3,val
Glaucoma/Glaucoma250.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR1123.jpg,Diabetic Retinopathy,1,val
Healthy/Healthy289.jpg,Healthy,4,val
Glaucoma/Glaucoma391.jpg,Glaucoma,3,val
Macular Scar/Macular Scar229.jpg,Macular Scar,5,val
Diabetic Retinopathy/DR891.jpg,Diabetic Retinopathy,1,val
Disc Edema/Disc Edema67.jpg,Disc Edema,2,val
Glaucoma/Glaucoma4.jpg,Glaucoma,3,val
Glaucoma/Glaucoma644.jpg,Glaucoma,3,val
Glaucoma/Glaucoma514.jpg,Glaucoma,3,val
Glaucoma/Glaucoma1335.jpg,Glaucoma,3,val
Glaucoma/Glaucoma1148.jpg,Glaucoma,3,val
Glaucoma/Glaucoma758.jpg,Glaucoma,3,val
Healthy/Healthy370.jpg,Healthy,4,val
Glaucoma/Glaucoma177.jpg,Glaucoma,3,val
Glaucoma/Glaucoma721.jpg,Glaucoma,3,val
Healthy/Healthy115.jpg,Healthy,4,val
Diabetic Retinopathy/DR730.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma244.jpg,Glaucoma,3,val
Healthy/Healthy565.jpg,Healthy,4,val
Healthy/Healthy318.jpg,Healthy,4,val
Macular Scar/Macular Scar407.jpg,Macular Scar,5,val
Diabetic Retinopathy/DR308.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR823.jpg,Diabetic Retinopathy,1,val
Retinal Detachment/Retinal Detachment123.jpg,Retinal Detachment,7,val
Macular Scar/Macular Scar433.jpg,Macular Scar,5,val
Myopia/Myopia397.jpg,Myopia,6,val
Diabetic Retinopathy/DR169.jpg,Diabetic Retinopathy,1,val
Healthy/Healthy703.jpg,Healthy,4,val
Healthy/Healthy787.jpg,Healthy,4,val
Macular Scar/Macular Scar179.jpg,Macular Scar,5,val
Healthy/Healthy365.jpg,Healthy,4,val
Diabetic Retinopathy/DR1234.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma188.jpg,Glaucoma,3,val
Healthy/Healthy657.jpg,Healthy,4,val
Diabetic Retinopathy/DR738.jpg,Diabetic Retinopathy,1,val
Diabetic Retinopathy/DR680.jpg,Diabetic Retinopathy,1,val
Healthy/Healthy441.jpg,Healthy,4,val
Myopia/Myopia262.jpg,Myopia,6,val
Macular Scar/Macular Scar101.jpg,Macular Scar,5,val
Myopia/Myopia160.jpg,Myopia,6,val
Diabetic Retinopathy/DR1520.jpg,Diabetic Retinopathy,1,val
Myopia/Myopia376.jpg,Myopia,6,val
Retinitis Pigmentosa/Retinitis Pigmentosa128.jpg,Retinitis Pigmentosa,8,val
Myopia/Myopia205.jpg,Myopia,6,val
Healthy/Healthy402.jpg,Healthy,4,val
Macular Scar/Macular Scar342.jpg,Macular Scar,5,val
Central Serous Chorioretinopathy [Color Fundus]/CSCR16.jpg,Central Serous Chorioretinopathy [Color Fundus],0,val
Diabetic Retinopathy/DR989.jpg,Diabetic Retinopathy,1,val
Healthy/Healthy252.jpg,Healthy,4,val
Macular Scar/Macular Scar442.jpg,Macular Scar,5,val
Diabetic Retinopathy/DR364.jpg,Diabetic Retinopathy,1,val
Macular Scar/Macular Scar130.jpg,Macular Scar,5,val
Macular Scar/Macular Scar166.jpg,Macular Scar,5,val
Retinal Detachment/Retinal Detachment56.jpg,Retinal Detachment,7,val
Central Serous Chorioretinopathy [Color Fundus]/CSCR71.jpg,Central Serous Chorioretinopathy [Color Fundus],0,val
Diabetic Retinopathy/DR187.jpg,Diabetic Retinopathy,1,val
Retinal Detachment/Retinal Detachment6.jpg,Retinal Detachment,7,val
Glaucoma/Glaucoma783.jpg,Glaucoma,3,val
Healthy/Healthy514.jpg,Healthy,4,val
Healthy/Healthy381.jpg,Healthy,4,val
Diabetic Retinopathy/DR1417.jpg,Diabetic Retinopathy,1,val
Glaucoma/Glaucoma1323.jpg,Glaucoma,3,val
Glaucoma/Glaucoma576.jpg,Glaucoma,3,val
Diabetic Retinopathy/DR149.jpg,Diabetic Retinopathy,1,val
Disc Edema/Disc Edema88.jpg,Disc Edema,2,val
Healthy/Healthy254.jpg,Healthy,4,val
Glaucoma/Glaucoma1218.jpg,Glaucoma,3,test
Healthy/Healthy796.jpg,Healthy,4,test
Glaucoma/Glaucoma116.jpg,Glaucoma,3,test
Healthy/Healthy383.jpg,Healthy,4,test
Diabetic Retinopathy/DR1497.jpg,Diabetic Retinopathy,1,test
Glaucoma/Glaucoma181.jpg,Glaucoma,3,test
Diabetic Retinopathy/DR1258.jpg,Diabetic Retinopathy,1,test
Retinitis Pigmentosa/Retinitis Pigmentosa86.jpg,Retinitis Pigmentosa,8,test
Glaucoma/Glaucoma184.jpg,Glaucoma,3,test
Diabetic Retinopathy/DR1175.jpg,Diabetic Retinopathy,1,test
Diabetic Retinopathy/DR906.jpg,Diabetic Retinopathy,1,test
Macular Scar/Macular Scar30.jpg,Macular Scar,5,test
Glaucoma/Glaucoma1177.jpg,Glaucoma,3,test
Myopia/Myopia288.jpg,Myopia,6,test
Healthy/Healthy881.jpg,Healthy,4,test
Disc Edema/Disc Edema127.jpg,Disc Edema,2,test
Myopia/Myopia392.jpg,Myopia,6,test
Retinal Detachment/Retinal Detachment61.jpg,Retinal Detachment,7,test
Healthy/Healthy727.jpg,Healthy,4,test
Myopia/Myopia277.jpg,Myopia,6,test
Retinitis Pigmentosa/Retinitis Pigmentosa30.jpg,Retinitis Pigmentosa,8,test
Diabetic Retinopathy/DR560.jpg,Diabetic Retinopathy,1,test
Diabetic Retinopathy/DR1033.jpg,Diabetic Retinopathy,1,test
Healthy/Healthy838.jpg,Healthy,4,test
Myopia/Myopia45.jpg,Myopia,6,test
Central Serous Chorioretinopathy [Color Fundus]/CSCR34.jpg,Central Serous Chorioretinopathy [Color Fundus],0,test
Myopia/Myopia329.jpg,Myopia,6,test
Macular Scar/Macular Scar105.jpg,Macular Scar,5,test
Diabetic Retinopathy/DR1110.jpg,Diabetic Retinopathy,1,test
Healthy/Healthy865.jpg,Healthy,4,test
Healthy/Healthy813.jpg,Healthy,4,test
Glaucoma/Glaucoma552.jpg,Glaucoma,3,test
Retinal Detachment/Retinal Detachment48.jpg,Retinal Detachment,7,test
Diabetic Retinopathy/DR372.jpg,Diabetic Retinopathy,1,test
Healthy/Healthy1007.jpg,Healthy,4,test
Healthy/Healthy216.jpg,Healthy,4,test
Glaucoma/Glaucoma541.jpg,Glaucoma,3,test
Diabetic Retinopathy/DR616.jpg,Diabetic Retinopathy,1,test
Healthy/Healthy638.jpg,Healthy,4,test
Healthy/Healthy322.jpg,Healthy,4,test
Healthy/Healthy574.jpg,Healthy,4,test
Healthy/Healthy460.jpg,Healthy,4,test
Glaucoma/Glaucoma513.jpg,Glaucoma,3,test
Diabetic Retinopathy/DR1229.jpg,Diabetic Retinopathy,1,test
Macular Scar/Macular Scar61.jpg,Macular Scar,5,test
Diabetic Retinopathy/DR480.jpg,Diabetic Retinopathy,1,test
Diabetic Retinopathy/DR697.jpg,Diabetic Retinopathy,1,test
Diabetic Retinopathy/DR1054.jpg,Diabetic Retinopathy,1,test
Diabetic Retinopathy/DR1169.jpg,Diabetic Retinopathy,1,test
Diabetic Retinopathy/DR204.jpg,Diabetic Retinopathy,1,test
Glaucoma/Glaucoma281.jpg,Glaucoma,3,test
Healthy/Healthy643.jpg,Healthy,4,test
Myopia/Myopia218.jpg,Myopia,6,test
Healthy/Healthy456.jpg,Healthy,4,test
Glaucoma/Glaucoma161.jpg,Glaucoma,3,test
